Energy_keV,Ru_C_Reflectivity,W_B4C_Reflectivity
14.272045028142589,1e-08,1e-08
14.321763602251407,1e-08,1e-08
14.371482176360225,1e-08,1e-08
14.421200750469044,1e-08,1e-08
14.470919324577862,1e-08,1e-08
14.52063789868668,1e-08,1e-08
14.570356472795497,1e-08,1e-08
14.620075046904315,1e-08,1e-08
14.669793621013133,1e-08,1e-08
14.71951219512195,1e-08,1e-08
14.76923076923077,1e-08,1e-08
14.818949343339588,1e-08,1e-08
14.868667917448406,1e-08,1e-08
14.918386491557223,1e-08,1e-08
14.968105065666041,1e-08,1e-08
15.017823639774859,1e-08,1e-08
15.067542213883677,1e-08,1e-08
15.117260787992496,1e-08,1e-08
15.166979362101314,1e-08,1e-08
15.216697936210132,1e-08,1e-08
15.26641651031895,1e-08,1e-08
15.316135084427767,1e-08,1e-08
15.365853658536585,1e-08,1e-08
15.415572232645404,1e-08,1e-08
15.465290806754222,1e-08,1e-08
15.51500938086304,1e-08,1e-08
15.564727954971858,1e-08,1e-08
15.614446529080675,1e-08,1e-08
15.664165103189493,1e-08,1e-08
15.71388367729831,1e-08,1e-08
15.76360225140713,1e-08,1e-08
15.813320825515948,1e-08,1e-08
15.863039399624766,1e-08,1e-08
15.912757973733584,1e-08,1e-08
15.962476547842401,1e-08,1e-08
16.01219512195122,1e-08,1e-08
16.06191369606004,1e-08,1e-08
16.111632270168855,1e-08,1e-08
16.161350844277674,1e-08,1e-08
16.211069418386494,1e-08,1e-08
16.26078799249531,1e-08,1e-08
16.310506566604126,1e-08,1e-08
16.360225140712945,1e-08,1e-08
16.409943714821765,1e-08,1e-08
16.45966228893058,1e-08,1e-08
16.5093808630394,1e-08,1e-08
16.559099437148216,1e-08,1e-08
16.608818011257036,1e-08,1e-08
16.658536585365855,1e-08,1e-08
16.70825515947467,1e-08,1e-08
16.75797373358349,1e-08,1e-08
16.807692307692307,1e-08,1e-08
16.857410881801126,1e-08,1e-08
16.907129455909942,1e-08,1e-08
16.95684803001876,1e-08,1e-08
17.00656660412758,1e-08,1e-08
17.056285178236397,1e-08,1e-08
17.106003752345217,1e-08,1e-08
17.155722326454033,1e-08,1e-08
17.205440900562852,1e-08,1e-08
17.25515947467167,1e-08,1e-08
17.304878048780488,1e-08,1e-08
17.354596622889307,1e-08,1e-08
17.404315196998123,1e-08,1e-08
17.454033771106943,1e-08,1e-08
17.50375234521576,1e-08,1e-08
17.553470919324578,1e-08,1e-08
17.603189493433398,1e-08,1e-08
17.652908067542214,1e-08,1e-08
17.702626641651033,1e-08,1e-08
17.75234521575985,1e-08,1e-08
17.80206378986867,1e-08,1e-08
17.851782363977485,1e-08,1e-08
17.901500938086304,1e-08,1e-08
17.951219512195124,1e-08,1e-08
18.00093808630394,1e-08,1e-08
18.05065666041276,1e-08,1e-08
18.100375234521575,1e-08,1e-08
18.150093808630395,1e-08,1e-08
18.19981238273921,1e-08,1e-08
18.24953095684803,1e-08,1e-08
18.29924953095685,1e-08,1e-08
18.348968105065666,1e-08,1e-08
18.398686679174485,1e-08,1e-08
18.4484052532833,1e-08,1e-08
18.49812382739212,1e-08,1e-08
18.547842401500937,1e-08,1e-08
18.597560975609756,1e-08,1e-08
18.647279549718576,1e-08,1e-08
18.69699812382739,1e-08,1e-08
18.74671669793621,1e-08,1e-08
18.796435272045027,1e-08,1e-08
18.846153846153847,1e-08,1e-08
18.895872420262663,1e-08,1e-08
18.945590994371482,1e-08,1e-08
18.9953095684803,1e-08,1e-08
19.045028142589118,1e-08,1e-08
19.094746716697937,1e-08,1e-08
19.144465290806753,1e-08,1e-08
19.194183864915573,1e-08,1e-08
19.24390243902439,1e-08,1e-08
19.293621013133208,1e-08,1e-08
19.343339587242028,1e-08,1e-08
19.393058161350844,1e-08,1e-08
19.442776735459663,1e-08,1e-08
19.49249530956848,1e-08,1e-08
19.5422138836773,1e-08,1e-08
19.591932457786115,1e-08,1e-08
19.641651031894934,1e-08,1e-08
19.691369606003754,1e-08,1e-08
19.74108818011257,1e-08,1e-08
19.79080675422139,1e-08,1e-08
19.840525328330205,1e-08,1e-08
19.890243902439025,1e-08,1e-08
19.939962476547844,1e-08,1e-08
19.98968105065666,1e-08,1e-08
20.03939962476548,1e-08,1e-08
20.089118198874296,1e-08,1e-08
20.138836772983115,1e-08,1e-08
20.18855534709193,1e-08,1e-08
20.23827392120075,1e-08,1e-08
20.28799249530957,1e-08,1e-08
20.337711069418386,1e-08,1e-08
20.387429643527206,1e-08,1e-08
20.43714821763602,1e-08,1e-08
20.48686679174484,1e-08,1e-08
20.536585365853657,1e-08,1e-08
20.586303939962477,1e-08,1e-08
20.636022514071296,1e-08,1e-08
20.685741088180112,1e-08,1e-08
20.735459662288932,1e-08,1e-08
20.785178236397748,1e-08,1e-08
20.834896810506567,1e-08,1e-08
20.884615384615383,1e-08,1e-08
20.934333958724203,1e-08,1e-08
20.984052532833022,1e-08,1e-08
21.03377110694184,1e-08,1e-08
21.083489681050658,1e-08,1e-08
21.133208255159474,1e-08,1e-08
21.182926829268293,1e-08,1e-08
21.23264540337711,1e-08,1e-08
21.28236397748593,1e-08,1e-08
21.33208255159475,1e-08,1e-08
21.381801125703564,1e-08,1e-08
21.431519699812384,1e-08,1e-08
21.4812382739212,1e-08,1e-08
21.53095684803002,1e-08,1e-08
21.580675422138835,1e-08,1e-08
21.630393996247655,1e-08,1e-08
21.680112570356474,1e-08,1e-08
21.72983114446529,1e-08,1e-08
21.77954971857411,1e-08,1e-08
21.829268292682926,1e-08,1e-08
21.878986866791745,1e-08,1e-08
21.92870544090056,1e-08,1e-08
21.97842401500938,1e-08,1e-08
22.0281425891182,1e-08,1e-08
22.077861163227016,1e-08,1e-08
22.127579737335836,1e-08,1e-08
22.177298311444652,1e-08,1e-08
22.22701688555347,1e-08,1e-08
22.27673545966229,1e-08,1e-08
22.326454033771107,1e-08,1e-08
22.376172607879926,1e-08,1e-08
22.425891181988742,1e-08,1e-08
22.475609756097562,1e-08,1e-08
22.525328330206378,1e-08,1e-08
22.575046904315197,1e-08,1e-08
22.624765478424017,1e-08,1e-08
22.674484052532833,1e-08,1e-08
22.724202626641652,1e-08,1e-08
22.77392120075047,1e-08,1e-08
22.823639774859288,1e-08,1e-08
22.873358348968104,1e-08,1e-08
22.923076923076923,1e-08,1e-08
22.972795497185743,1e-08,1e-08
23.02251407129456,1e-08,1e-08
23.07223264540338,1e-08,1e-08
23.121951219512194,1e-08,1e-08
23.171669793621014,1e-08,1e-08
23.22138836772983,1e-08,1e-08
23.27110694183865,1e-08,1e-08
23.32082551594747,1e-08,1e-08
23.370544090056285,1e-08,1e-08
23.420262664165104,1e-08,1e-08
23.46998123827392,1e-08,1e-08
23.51969981238274,1e-08,1e-08
23.569418386491556,1e-08,1e-08
23.619136960600375,1e-08,1e-08
23.668855534709195,1e-08,1e-08
23.71857410881801,1e-08,1e-08
23.76829268292683,1e-08,1e-08
23.818011257035646,1e-08,1e-08
23.867729831144466,1e-08,1e-08
23.917448405253282,1e-08,1e-08
23.9671669793621,1e-08,1e-08
24.01688555347092,1e-08,1e-08
24.066604127579737,1e-08,1e-08
24.116322701688556,1e-08,1e-08
24.166041275797372,1e-08,1e-08
24.215759849906192,1e-08,1e-08
24.265478424015008,1e-08,1e-08
24.315196998123827,1e-08,1e-08
24.364915572232647,1e-08,1e-08
24.414634146341463,1e-08,1e-08
24.464352720450282,1e-08,1e-08
24.5140712945591,1e-08,1e-08
24.563789868667918,1e-08,1e-08
24.613508442776734,1e-08,1e-08
24.663227016885553,1e-08,1e-08
24.712945590994373,1e-08,1e-08
24.76266416510319,1e-08,1e-08
24.81238273921201,1e-08,1e-08
24.862101313320824,1e-08,1e-08
24.911819887429644,1e-08,1e-08
24.961538461538463,1e-08,1e-08
25.01125703564728,1e-08,1e-08
25.0609756097561,1e-08,1e-08
25.110694183864915,1e-08,1e-08
25.160412757973734,1e-08,1e-08
25.21013133208255,1e-08,1e-08
25.25984990619137,1e-08,1e-08
25.30956848030019,1e-08,1e-08
25.359287054409005,1e-08,1e-08
25.409005628517825,1e-08,1e-08
25.45872420262664,1e-08,1e-08
25.50844277673546,1e-08,1e-08
25.558161350844276,1e-08,1e-08
25.607879924953096,1e-08,1e-08
25.657598499061915,1e-08,1e-08
25.70731707317073,1e-08,1e-08
25.75703564727955,1e-08,1e-08
25.806754221388367,1e-08,1e-08
25.856472795497186,1e-08,1e-08
25.906191369606002,1e-08,1e-08
25.955909943714822,1e-08,1e-08
26.00562851782364,1e-08,1e-08
26.055347091932457,1e-08,1e-08
26.105065666041277,1e-08,1e-08
26.154784240150093,1e-08,1e-08
26.204502814258912,1e-08,1e-08
26.25422138836773,1e-08,1e-08
26.303939962476548,1e-08,1e-08
26.353658536585368,1e-08,1e-08
26.403377110694183,1e-08,1e-08
26.453095684803003,1e-08,1e-08
26.50281425891182,1e-08,1e-08
26.55253283302064,1e-08,1e-08
26.602251407129454,1e-08,1e-08
26.651969981238274,1e-08,1e-08
26.701688555347094,1e-08,1e-08
26.75140712945591,1e-08,1e-08
26.80112570356473,1e-08,1e-08
26.850844277673545,1e-08,1e-08
26.900562851782365,1e-08,1e-08
26.95028142589118,1e-08,1e-08
27.0,1e-08,1e-08
27.04971857410882,1e-08,1e-08
27.099437148217635,1e-08,1e-08
27.149155722326455,1e-08,1e-08
27.19887429643527,1e-08,1e-08
27.24859287054409,1e-08,1e-08
27.29831144465291,1e-08,1e-08
27.348030018761726,1e-08,1e-08
27.397748592870546,1e-08,1e-08
27.44746716697936,1e-08,1e-08
27.49718574108818,1e-08,1e-08
27.546904315196997,1e-08,1e-08
27.596622889305817,1e-08,1e-08
27.646341463414636,1e-08,1e-08
27.696060037523452,1e-08,1e-08
27.74577861163227,1e-08,1e-08
27.795497185741088,1e-08,1e-08
27.845215759849907,1e-08,1e-08
27.894934333958723,1e-08,1e-08
27.944652908067543,1e-08,1e-08
27.994371482176362,1e-08,1e-08
28.044090056285178,1e-08,1e-08
28.093808630393998,1e-08,1e-08
28.143527204502814,1e-08,1e-08
28.193245778611633,1e-08,1e-08
28.24296435272045,1e-08,1e-08
28.29268292682927,1e-08,1e-08
28.342401500938088,1e-08,1e-08
28.392120075046904,1e-08,1e-08
28.441838649155724,1e-08,1e-08
28.49155722326454,1e-08,1e-08
28.54127579737336,1e-08,1e-08
28.590994371482175,1e-08,1e-08
28.640712945590995,1e-08,1e-08
28.690431519699814,1e-08,1e-08
28.74015009380863,1e-08,1e-08
28.78986866791745,1e-08,1e-08
28.839587242026266,1e-08,1e-08
28.889305816135085,1e-08,1e-08
28.9390243902439,1e-08,1e-08
28.98874296435272,1e-08,1e-08
29.03846153846154,1e-08,1e-08
29.088180112570356,1e-08,1e-08
29.137898686679176,1e-08,1e-08
29.18761726078799,1e-08,1e-08
29.23733583489681,1e-08,1e-08
29.287054409005627,1e-08,1e-08
29.336772983114447,1e-08,1e-08
29.386491557223266,1e-08,1e-08
29.436210131332082,1e-08,1e-08
29.4859287054409,1e-08,1e-08
29.535647279549718,1e-08,1e-08
29.585365853658537,1e-08,1e-08
29.635084427767353,1e-08,1e-08
29.684803001876173,1e-08,1e-08
29.734521575984992,1e-08,1e-08
29.784240150093808,1e-08,1e-08
29.833958724202628,1e-08,1e-08
29.883677298311444,1e-08,1e-08
29.933395872420263,1e-08,1e-08
29.983114446529083,1e-08,1e-08
30.0328330206379,1e-08,1e-08
30.082551594746718,1e-08,1e-08
30.132270168855534,1e-08,1e-08
30.181988742964354,1e-08,1e-08
30.23170731707317,1e-08,1e-08
30.28142589118199,1e-08,1e-08
30.33114446529081,1e-08,1e-08
30.380863039399625,1e-08,1e-08
30.430581613508444,1e-08,1e-08
30.48030018761726,1e-08,1e-08
30.53001876172608,1e-08,1e-08
30.579737335834896,1e-08,1e-08
30.629455909943715,1e-08,1e-08
30.679174484052535,1e-08,1e-08
30.72889305816135,1e-08,1e-08
30.77861163227017,1e-08,1e-08
30.828330206378986,1e-08,1e-08
30.878048780487806,1e-08,1e-08
30.92776735459662,1e-08,1e-08
30.97748592870544,1e-08,1e-08
31.02720450281426,1e-08,1e-08
31.076923076923077,1e-08,1e-08
31.126641651031896,1e-08,1e-08
31.176360225140712,1e-08,1e-08
31.22607879924953,1e-08,1e-08
31.275797373358348,1e-08,1e-08
31.325515947467167,1e-08,1e-08
31.375234521575987,1e-08,1e-08
31.424953095684803,1e-08,1e-08
31.474671669793622,1e-08,1e-08
31.524390243902438,1e-08,1e-08
31.574108818011258,1e-08,1e-08
31.623827392120074,1e-08,1e-08
31.673545966228893,1e-08,1e-08
31.723264540337713,1e-08,1e-08
31.77298311444653,1e-08,1e-08
31.822701688555348,1e-08,1e-08
31.872420262664164,1e-08,1e-08
31.922138836772984,1e-08,1e-08
31.9718574108818,1e-08,1e-08
32.02157598499062,1e-08,1e-08
32.07129455909944,1e-08,1e-08
32.12101313320825,1e-08,1e-08
32.170731707317074,1e-08,1e-08
32.22045028142589,1e-08,1e-08
32.270168855534706,1e-08,1e-08
32.31988742964353,1e-08,1e-08
32.369606003752345,1e-08,1e-08
32.41932457786116,1e-08,1e-08
32.469043151969984,1e-08,1e-08
32.5187617260788,1e-08,1e-08
32.568480300187616,1e-08,1e-08
32.61819887429643,1e-08,1e-08
32.667917448405255,1e-08,1e-08
32.71763602251407,1e-08,1e-08
32.76735459662289,1e-08,1e-08
32.81707317073171,1e-08,1e-08
32.866791744840526,1e-08,1e-08
32.91651031894934,1e-08,1e-08
32.96622889305816,1e-08,1e-08
33.01594746716698,1e-08,1e-08
33.0656660412758,1e-08,1e-08
33.11538461538461,1e-08,1e-08
33.165103189493436,1e-08,1e-08
33.21482176360225,1e-08,1e-08
33.26454033771107,1e-08,1e-08
33.314258911819884,1e-08,1e-08
33.36397748592871,1e-08,1e-08
33.41369606003752,1e-08,1e-08
33.46341463414634,1e-08,1e-08
33.51313320825516,1e-08,1e-08
33.56285178236398,1e-08,1e-08
33.612570356472794,1e-08,1e-08
33.66228893058162,1e-08,1e-08
33.71200750469043,1e-08,1e-08
33.76172607879925,1e-08,1e-08
33.811444652908065,1e-08,1e-08
33.86116322701689,1e-08,1e-08
33.910881801125704,1e-08,1e-08
33.96060037523452,1e-08,1e-08
34.01031894934334,1e-08,1e-08
34.06003752345216,1e-08,1e-08
34.109756097560975,1e-08,1e-08
34.15947467166979,1e-08,1e-08
34.209193245778614,1e-08,1e-08
34.25891181988743,1e-08,1e-08
34.308630393996246,1e-08,1e-08
34.35834896810507,1e-08,1e-08
34.408067542213885,1e-08,1e-08
34.4577861163227,1e-08,1e-08
34.50750469043152,1e-08,1e-08
34.55722326454034,1e-08,1e-08
34.606941838649156,1e-08,1e-08
34.65666041275797,1e-08,1e-08
34.706378986866795,1e-08,1e-08
34.75609756097561,1e-08,1e-08
34.80581613508443,1e-08,1e-08
34.85553470919324,1e-08,1e-08
34.905253283302066,1e-08,1e-08
34.95497185741088,1e-08,1e-08
35.0046904315197,1e-08,1e-08
35.05440900562852,1e-08,1e-08
35.10412757973734,1e-08,1e-08
35.15384615384615,1e-08,1e-08
35.20356472795497,1e-08,1e-08
35.25328330206379,1e-08,1e-08
35.30300187617261,1e-08,1e-08
35.352720450281424,1e-08,1e-08
35.40243902439025,1e-08,1e-08
35.45215759849906,1e-08,1e-08
35.50187617260788,1e-08,1e-08
35.551594746716695,1e-08,1e-08
35.60131332082552,1e-08,1e-08
35.651031894934334,1e-08,1e-08
35.70075046904315,1e-08,1e-08
35.75046904315197,1e-08,1e-08
35.80018761726079,1e-08,1e-08
35.849906191369605,1e-08,1e-08
35.89962476547842,1e-08,1e-08
35.949343339587244,1e-08,1e-08
35.99906191369606,1e-08,1e-08
36.048780487804876,1e-08,1e-08
36.0984990619137,1e-08,1e-08
36.148217636022515,1e-08,1e-08
36.19793621013133,1e-08,1e-08
36.24765478424015,1e-08,1e-08
36.29737335834897,1e-08,1e-08
36.347091932457786,1e-08,1e-08
36.3968105065666,1e-08,1e-08
36.446529080675425,1e-08,1e-08
36.49624765478424,1e-08,1e-08
36.54596622889306,1e-08,1e-08
36.59568480300187,1e-08,1e-08
36.645403377110696,1e-08,1e-08
36.69512195121951,1e-08,1e-08
36.74484052532833,1e-08,1e-08
36.79455909943715,1e-08,1e-08
36.84427767354597,1e-08,1e-08
36.89399624765478,1e-08,1e-08
36.9437148217636,1e-08,1e-08
36.99343339587242,1e-08,1e-08
37.04315196998124,1e-08,1e-08
37.092870544090054,1e-08,1e-08
37.14258911819888,1e-08,1e-08
37.19230769230769,1e-08,1e-08
37.24202626641651,1e-08,1e-08
37.291744840525325,1e-08,1e-08
37.34146341463415,1e-08,1e-08
37.391181988742964,1e-08,1e-08
37.44090056285178,1e-08,1e-08
37.4906191369606,1e-08,1e-08
37.54033771106942,1e-08,1e-08
37.590056285178235,1e-08,1e-08
37.63977485928705,1e-08,1e-08
37.689493433395874,1e-08,1e-08
37.73921200750469,1e-08,1e-08
37.788930581613506,1e-08,1e-08
37.83864915572233,1e-08,1e-08
37.888367729831145,1e-08,1e-08
37.93808630393996,1e-08,1e-08
37.98780487804878,1e-08,1e-08
38.0375234521576,1e-08,1e-08
38.087242026266416,1e-08,1e-08
38.13696060037523,1e-08,1e-08
38.186679174484055,1e-08,1e-08
38.23639774859287,1e-08,1e-08
38.28611632270169,1e-08,1e-08
38.3358348968105,1e-08,1e-08
38.38555347091933,1e-08,1e-08
38.43527204502814,1e-08,1e-08
38.48499061913696,1e-08,1e-08
38.53470919324578,1e-08,1e-08
38.5844277673546,1e-08,1e-08
